date,time,dinning_temp,room_temp,outdoor_temp,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,17:45,21.7133,24.1413,19.756,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,18:00,21.66,24.268,19.5273,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,18:15,21.596,24.38,19.3013,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,18:30,21.5307,24.0707,19.0413,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,18:45,21.4493,23.588,18.768,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,19:00,21.3747,23.2867,18.4967,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,19:15,21.276,23.032,18.23,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,19:30,21.1987,22.7747,18.0053,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,19:45,21.0933,22.5533,17.7807,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,20:00,21,22.352,17.576,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,20:15,20.9053,22.1227,17.3707,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,20:30,20.816,21.9347,17.1607,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,20:45,20.72,21.7133,16.9407,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,21:00,20.628,21.5373,16.6853,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,21:15,20.5253,21.348,16.416,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,21:30,20.43,21.148,16.22,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,21:45,20.3147,20.9813,16.0547,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,22:00,20.2133,20.8107,15.876,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,22:15,20.114,20.66,15.7213,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,22:30,20.0053,20.4753,15.5673,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,22:45,19.9007,20.3147,15.4147,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,23:00,19.7953,20.164,15.26,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,23:15,19.6773,19.9967,15.066,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,23:30,19.5727,19.846,14.864,,,,,,,,,,,,,,,,,,,,,,,
13/03/2012,23:45,19.442,19.6773,14.6387,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,0:00,19.3327,19.526,14.4433,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,0:15,19.238,19.3733,14.2667,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,0:30,19.0933,19.2087,13.9887,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,0:45,18.962,19.0527,13.7673,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,1:00,18.8533,18.8973,13.6213,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,1:15,18.7267,18.734,13.522,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,1:30,18.6073,18.5833,13.3787,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,1:45,18.5007,18.4167,13.1973,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,2:00,18.36,18.2727,12.9067,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,2:15,18.2387,18.0973,12.6573,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,2:30,18.09,17.9533,12.5453,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,2:45,17.9553,17.8173,12.398,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,3:00,17.8333,17.654,12.29,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,3:15,17.7047,17.5153,12.176,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,3:30,17.5733,17.3267,12.1367,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,3:45,17.4713,17.1553,12.072,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,4:00,17.3667,17.0253,11.9873,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,4:15,17.268,16.894,11.9167,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,4:30,17.126,16.7433,11.8633,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,4:45,16.9933,16.608,11.836,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,5:00,16.904,16.4307,11.7567,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,5:15,16.83,16.2933,11.6907,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,5:30,16.7333,16.174,11.5713,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,5:45,16.61,16.036,11.3687,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,6:00,16.504,15.9227,11.2627,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,6:15,16.3927,15.8607,11.1727,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,6:30,16.282,15.74,11.1,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,6:45,16.178,15.6427,11.03,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,7:00,16.1087,15.5307,11,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,7:15,16.0233,15.4753,11.09,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,7:30,15.99,15.3773,11.2253,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,7:45,15.96,15.6793,11.4613,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,8:00,15.97,16.2273,11.778,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,8:15,15.9967,16.6473,12.1447,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,8:30,16.038,17.0253,12.57,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,8:45,16.1227,17.3987,13.0093,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,9:00,16.246,17.7927,13.4953,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,9:15,16.4007,18.2633,14.0053,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,9:30,16.6693,18.712,14.52,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,9:45,16.9007,19.2667,15.106,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,10:00,17.1213,19.8067,15.6,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,10:15,17.3767,20.3413,16.0653,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,10:30,17.7033,20.8453,16.586,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,10:45,18.096,21.452,17.142,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,11:00,18.4513,21.788,17.636,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,11:15,18.76,21.836,18.03,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,11:30,19.122,21.6173,18.3747,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,11:45,19.546,21.424,18.6873,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,12:00,20.0367,21.6,18.9767,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,12:15,20.4673,21.8587,19.248,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,12:30,20.832,22.0573,19.5893,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,12:45,21.216,22.1907,19.9793,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,13:00,21.6253,22.34,20.274,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,13:15,21.8947,22.4707,20.5307,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,13:30,22.1773,22.62,20.88,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,13:45,22.3373,22.624,21.2107,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,14:00,22.4733,22.692,21.5027,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,14:15,22.612,22.7347,21.844,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,14:30,22.7813,22.78,22.196,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,14:45,22.912,22.816,22.3693,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,15:00,22.992,22.8213,22.32,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,15:15,23.088,22.808,22.136,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,15:30,23.148,22.776,21.8853,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,15:45,23.164,22.7347,21.5827,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,16:00,23.132,22.6907,21.2467,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,16:15,23.128,22.608,20.9627,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,16:30,23.0627,22.5613,20.6947,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,16:45,22.996,22.484,20.4427,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,17:00,22.9333,22.3867,20.1167,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,17:15,22.8213,22.2987,19.8167,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,17:30,22.716,22.1787,19.5533,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,17:45,22.5893,22.064,19.3293,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,18:00,22.484,21.952,19.1287,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,18:15,22.3813,21.8613,18.9267,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,18:30,22.2627,21.74,18.7113,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,18:45,22.156,21.624,18.4533,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,19:00,22.044,21.496,18.2053,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,19:15,21.92,21.3867,17.9927,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,19:30,21.82,21.2507,17.7647,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,19:45,21.6973,21.1293,17.5673,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,20:00,21.5627,21.028,17.3913,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,20:15,21.4453,20.896,17.2,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,20:30,21.304,20.816,16.996,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,20:45,21.18,20.6813,16.8393,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,21:00,21.04,20.572,16.684,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,21:15,20.8987,20.4173,16.514,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,21:30,20.7747,20.308,16.3467,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,21:45,20.652,20.1407,16.166,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,22:00,20.532,19.9987,16.0053,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,22:15,20.4067,19.9033,15.8253,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,22:30,20.264,19.7833,15.6493,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,22:45,20.136,19.658,15.4293,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,23:00,20.0227,19.52,15.0953,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,23:15,19.866,19.4027,14.9067,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,23:30,19.7607,19.3573,14.7893,,,,,,,,,,,,,,,,,,,,,,,
14/03/2012,23:45,19.8147,19.5787,14.66,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,0:00,19.8147,19.672,14.4187,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,0:15,19.7553,19.7,14.208,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,0:30,19.6867,19.7033,13.9453,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,0:45,19.5833,19.684,13.6507,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,1:00,19.482,19.648,13.3473,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,1:15,19.3353,19.55,13.1267,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,1:30,19.2267,19.4333,12.918,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,1:45,19.1367,19.382,12.76,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,2:00,19.05,19.3153,12.668,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,2:15,18.9727,19.3,12.6267,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,2:30,18.8867,19.2733,12.6133,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,2:45,18.8027,19.2267,12.6033,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,3:00,18.7287,19.1367,12.5907,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,3:15,18.6713,19.13,12.5907,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,3:30,18.6047,19.1133,12.5933,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,3:45,18.5513,19.0867,12.59,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,4:00,18.5067,19.06,12.5873,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,4:15,18.4533,19.048,12.5967,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,4:30,18.4007,19.004,12.6067,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,4:45,18.3567,19,12.6367,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,5:00,18.33,19,12.668,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,5:15,18.2827,18.99,12.638,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,5:30,18.2267,18.9447,12.522,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,5:45,18.1393,18.9207,12.3907,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,6:00,18.068,18.8607,12.2227,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,6:15,18.0233,18.7953,12.0147,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,6:30,17.956,18.7267,11.7967,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,6:45,17.8847,18.672,11.5727,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,7:00,17.83,18.6067,11.4327,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,7:15,17.7513,18.54,11.3953,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,7:30,17.7287,18.5,11.4167,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,7:45,17.7133,18.496,11.508,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,8:00,17.7133,18.52,11.6473,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,8:15,17.708,18.4907,11.7813,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,8:30,17.596,18.1873,11.93,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,8:45,17.5847,18.0307,12.142,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,9:00,17.622,18.04,12.3787,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,9:15,17.704,18.036,12.644,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,9:30,17.82,18.0753,12.988,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,9:45,17.918,18.166,13.3487,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,10:00,18.0507,18.204,13.6793,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,10:15,18.222,18.316,14.006,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,10:30,18.3893,18.4647,14.3727,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,10:45,18.58,18.6193,14.7233,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,11:00,18.7587,18.7947,15.002,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,11:15,18.962,18.9613,15.326,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,11:30,19.164,19.1713,15.6967,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,11:45,19.378,19.3553,16.0347,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,12:00,19.59,19.532,16.4073,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,12:15,19.7993,19.724,16.7633,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,12:30,19.9867,19.9,17.0687,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,12:45,20.1427,20.0133,17.32,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,13:00,20.324,20.1993,17.632,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,13:15,20.5067,20.352,17.9767,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,13:30,20.6693,20.476,18.2567,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,13:45,20.836,20.5773,18.5607,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,14:00,20.972,20.644,18.848,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,14:15,21.0907,20.7027,19.0727,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,14:30,21.232,20.744,19.2747,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,14:45,21.3573,20.8133,19.34,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,15:00,21.44,20.844,19.2907,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,15:15,21.508,20.8107,19.1147,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,15:30,21.5493,20.8187,18.9587,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,15:45,21.5587,20.8373,18.764,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,16:00,21.584,20.8347,18.6033,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,16:15,21.5627,20.8013,18.4393,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,16:30,21.544,20.792,18.2627,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,16:45,21.508,20.732,18.098,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,17:00,21.436,20.676,17.9173,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,17:15,21.3613,20.628,17.6773,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,17:30,21.2613,20.5493,17.472,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,17:45,21.164,20.454,17.2827,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,18:00,21.0627,20.36,17.1053,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,18:15,20.9653,20.2733,16.9207,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,18:30,20.844,20.1627,16.7213,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,18:45,20.7307,20.0473,16.4993,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,19:00,20.62,19.9367,16.318,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,19:15,20.512,19.856,16.138,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,19:30,20.3933,19.7567,15.9873,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,19:45,20.278,19.6433,15.8333,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,20:00,20.172,19.52,15.6733,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,20:15,20.0567,19.4367,15.54,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,20:30,19.9253,19.338,15.404,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,20:45,19.812,19.22,15.272,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,21:00,19.692,19.1167,15.1407,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,21:15,19.5873,18.9793,15.0093,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,21:30,19.46,18.8913,14.8713,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,21:45,19.342,18.7913,14.75,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,22:00,19.2353,18.6867,14.5993,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,22:15,19.1,18.58,14.4087,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,22:30,18.9687,18.44,14.234,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,22:45,18.8733,18.3333,14.0847,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,23:00,18.7487,18.2247,13.9373,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,23:15,18.6267,18.0773,13.77,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,23:30,18.5293,17.98,13.63,,,,,,,,,,,,,,,,,,,,,,,
15/03/2012,23:45,18.4027,17.862,13.4147,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,0:00,18.2813,17.766,13.212,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,0:15,18.1533,17.6153,13.0447,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,0:30,18.0213,17.516,12.864,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,0:45,17.8933,17.42,12.74,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,1:00,17.7953,17.312,12.6067,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,1:15,17.67,17.1813,12.4273,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,1:30,17.5487,17.0573,12.294,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,1:45,17.4327,16.9153,12.1653,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,2:00,17.3387,16.78,12.0033,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,2:15,17.1967,16.6573,11.836,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,2:30,17.072,16.53,11.6933,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,2:45,16.9487,16.384,11.5667,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,3:00,16.8467,16.29,11.4373,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,3:15,16.726,16.1487,11.2773,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,3:30,16.5987,16.032,11.0967,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,3:45,16.4673,15.9367,10.97,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,4:00,16.3527,15.8313,10.876,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,4:15,16.214,15.7127,10.696,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,4:30,16.1107,15.5847,10.58,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,4:45,16,15.4687,10.4827,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,5:00,15.862,15.3593,10.4233,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,5:15,15.756,15.212,10.3267,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,5:30,15.6367,15.12,10.16,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,5:45,15.5093,14.9953,9.98333,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,6:00,15.392,14.8627,9.94,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,6:15,15.294,14.7667,9.90933,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,6:30,15.19,14.6507,9.834,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,6:45,15.0973,14.556,9.79667,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,7:00,15,14.458,9.82,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,7:15,14.916,14.41,9.91467,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,7:30,14.8547,14.342,10.028,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,7:45,14.8233,14.3067,10.19,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,8:00,14.83,14.2733,10.4513,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,8:15,14.8587,14.2967,10.8173,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,8:30,14.9367,14.3753,11.1913,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,8:45,15.0327,14.472,11.604,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,9:00,15.1393,14.594,12.0213,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,9:15,15.2927,14.7667,12.458,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,9:30,15.464,14.9827,12.9287,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,9:45,15.6707,15.1887,13.398,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,10:00,15.9227,15.438,13.8253,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,10:15,16.1753,15.684,14.2833,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,10:30,16.424,15.9567,14.73,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,10:45,16.724,16.244,15.1693,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,11:00,16.9613,16.558,15.5953,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,11:15,17.2313,16.844,15.944,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,11:30,17.484,17.142,16.312,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,11:45,17.7447,17.4187,16.6567,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,12:00,18.0153,17.682,16.974,,,,,,,,,,,,,,,,,,,,,,,
16/03/2012,12:15,18.292,17.952,17.2327,,,,,,,,,,,,,,,,,,,,,,,
